author,comment,like_count,published_at
@kucinglucu4517,"masalahnya pejabat Indo banyak yg mikir perut sndiri, dikorup jd meragukan",1,2025-02-28T13:57:50Z
@EMANG_BOLEH,Saya takut nya bakal jadi lapangan baru bagi koruptor aja sih bang,1,2025-02-28T11:56:02Z
@ajisantoso148,Bu pertiwi fomo,0,2025-02-28T11:09:14Z
@novaanisa2787,"Segmen yang bagus banget bang, Semoga games changer ini bener2 bisa dipercaya kedepan",0,2025-02-28T10:56:54Z
@dafybreak,tapi agak blunder juga danantara dikelola asing. lebih tepatnya ke orang amrik. tapi indo lebih condong ke BRICS. bakal terjadi pergesekan nanti antara brics dan sosialitanya itu.,1,2025-02-28T10:55:55Z
@daydreamer6428,"Malah lebih bingung fer, pertiwi, ibu ibu sosialita.
Harusnya belakang nya dijelasin versi biasa juga, gk perlu pakai perantara",0,2025-02-28T10:50:56Z
@dafybreak,udah g pake stiker close the door lg ya bang?,0,2025-02-28T10:46:53Z
@yohanestriwidodo4903,"Kasian bu pertiwi sekarang, uang yang dikumpulin banyak ditilep sama pembantu anak2 nya🥲",1,2025-02-28T10:21:36Z
@dina4079,"Bang, apakah Surat Berharga Negara (SBN) dikelola oleh Danantara juga?",0,2025-02-28T10:20:26Z
@Fundamentalis_313,Gk ada gunanya kalian ngurusi kyk gni klo kalian gbrani Revolusi,0,2025-02-28T10:11:29Z
@MarselPnjtn,btw penanggung jawab dari Danantara ini adalah langsung PRESIDEN RI. jadi kalau terbukti ada yang korupsi. Presiden wajib di adili,1,2025-02-28T09:27:29Z
@yukiih4693,gini amat dah punya daddy issue dan sandwich generation,0,2025-02-28T09:10:37Z
@annisanurnafiah1448,Manteb banggg,0,2025-02-28T09:10:12Z
@richowahyu9355,"Kalo pejabatnya tetap itu""aja bakal sama aja😅",0,2025-02-28T09:06:22Z
@abualfaras,DANA MOKONDO,1,2025-02-28T08:52:03Z
@tonymmartin1528,"Dulu pernah ada cerita yg sama namanya ""jiwa dan sraya""😂😂😂
"" Bumi dan Putera"" Dan saya salah satu korbannya... 😂😂😂😂",0,2025-02-28T08:50:32Z
@agusbastian5312,"Harusnya garuda makan tikus ,ini tikusnya pada jadi pejabat semua 🗿🗿
Kalah sama negara komunis soal hukum mati koruptor",0,2025-02-28T08:39:33Z
@dhiarpraditya7167,Sudah tau susunan anggotanya bang? 😂,0,2025-02-28T08:37:51Z
@ristyangelia6022,"Bang, make over ngapa",0,2025-02-28T08:35:59Z
@JuraganTuri,Kami TIDAK PERCAYA sama papa DANA,0,2025-02-28T08:31:37Z
@akhissyaifur2540,MAU KORUPSI DI DIANTARA BAYAR POLISI 👮 😂😂😂😂,0,2025-02-28T08:30:23Z
@gilangartyawan8040,pesimis.,0,2025-02-28T08:29:55Z
@Tika_1234,"Makasih Bang, kini aku udah naik kelas dari batita ke balita 🙏",0,2025-02-28T08:14:45Z
@sintadewip3766,Suka bahasa lu jelasin bang. Jelas bgt di aku,0,2025-02-28T08:12:30Z
@DiahBagusPitoyo,Keren,0,2025-02-28T08:02:43Z
@novalinoeffendi2041,"sy sebagai anak dari single mom akan menyarankan (melarang) ke mom ga usahlah ada suami baru, klo mom mau ikut ke grup sosialita itu kami anak2 mom bisa kasih uang ke mom lebih banyak.",0,2025-02-28T07:58:51Z
@EkoAnderson,"Masih ada harapan yg ngelola bapak tiri, gimana klo ibuk tiri, udh GK kebayang dech..",0,2025-02-28T07:52:22Z
@keposumba8442,semogA ABANG dana ini  BUKAN brondong mokondo 😀😀😀😀,0,2025-02-28T07:46:00Z
@antoniussetiadi8847,"Menjadi Temasek atau 1MDB

Tentukan pilihan anda",1,2025-02-28T07:39:36Z
@miftakhulnuraini3560,Yang harus disiapkan saya sbg rakyat menengah jika danantra gagal apa saja bang?,0,2025-02-28T07:29:32Z
@boyboy-xr9uj,"Dan si dana dulunya pernah membuka persawahan yg tujuannya bisa menyuplai beras disuatu daerah, dan sawah yg diharapkan tumbuh padi ternyta tumbuhnya jagung. Pernah pula si dana memulai bisnis dengan membangun kompleks perumahan dan perkantoran walaupun modalnya kurang, dan walaupun sudah membujuk para pemilik modal ternyata pada tidak mau menanamkan modalnya. Karena banyaknya proyek yg ingin dijalankan oleh si dana padahal tidak punya modal yg cukup, dana punya utang yg sangat banyak, yg sampai sekrgpun belom ada tanda2 mau lunas.",0,2025-02-28T07:10:54Z
@andryanugraha,yg jelas modal buat 2029 dan selanjutnya untuk geng Mulyono menguasai negeri ini....,0,2025-02-28T07:01:22Z
@infuderr.h.4478,JOKODOK merusaknya sangat parah,0,2025-02-28T06:49:22Z
@melodynatsya-j8s,"thankyou abangg, i jadi ngerti bgtbgtbgt<3",0,2025-02-28T06:39:38Z
@mangadi5329,"Lebih banyak resiko, yang paling aman kita kelola sendiri uang kita, mau menghemat atau di putar kembali buat usaha, + masih percaya sama pemerintah?",0,2025-02-28T06:36:17Z
@alifdaffasaputra1246,"this is indonesia bro, isinya pejabat tamak lengah dikit korupsi miliyaran triliyunan, mau sampe kapanpun dan mau siapapun presidennya selama sistem pemerintahannya tidak dirubah, selamanya akan tetap dilingkungan seperti ini, sudah sudahlah.",0,2025-02-28T06:32:17Z
@romyhendrawan2646,"Semua tergantung papa Dana,..",0,2025-02-28T06:31:07Z
@Memereaction1991,Semoga hubungan bu pertiwi dan pak dana langgeng sampai selama2nya ❤ Amin Ya Allah.,0,2025-02-28T06:28:50Z
@akangkaretachannel9504,Keren bang.. Hatur nuhun 👍👍,1,2025-02-28T06:25:43Z
@amin_main6644,"Terdengar seperti apa ?? Yakkk all in all in, kalau berhasil yaa gong kalau nggak yaa zonk :') 

Sedangkan rakyat Masih ada yg percaya pemerintah?? Yg kena efisiensi lapisan bawah, karyawan / pekerja, pejabat tinggi nya Masih enjoy"" Dan nyaman"" saja ga ada pemotongan anggaran seperti 😢",0,2025-02-28T06:20:13Z
@yellowcattt_182,"Danantara sih ok,tapi 'orang-orang' di belekang y yg hmmm penuh keraguan...",0,2025-02-28T06:18:49Z
@dhoMoyuk,Selamat datang😂 peluang korup baru😂😂😂,0,2025-02-28T06:17:23Z
@Paul-e9x4h,Arah yang terstuktur jelas and baik secara translasional pasti jadi ending yang menterterakan hasil,0,2025-02-28T06:00:59Z
@IputtAe,"bagus sih bagus tp pihak pengelola nya yg di tentang. knp mantan koruptor dijadiin pengawas danatara? knp ormas agama dijadiin pengelola? konsepnya bagus,hanya saja tidak ditangani oleh ahlinya😅",1,2025-02-28T05:41:26Z
@HermanSaputra-jv7fg,Semoga yang tersemogakan menjadi semoga..tapi untuk saat ini kayanya agak meragukan si papa dana ini..,0,2025-02-28T05:34:57Z
@elkisetiyohadi4761,Tambah rumit bwang,0,2025-02-28T05:27:51Z
@Riz_Toon,sudah ketebak endingnya .,0,2025-02-28T05:26:37Z
@childofficial3440,😢😢,0,2025-02-28T05:22:42Z
@fajarputranto7647,Jangan sampai kaya mdb1 di malaysia 😢,0,2025-02-28T05:10:46Z
@masyarakatsekitar62,"Bahasa bayi = sulit dimengerti kah?
aku baru pertama nonton konten elu bang",0,2025-02-28T05:00:49Z
@theodorus_es,"Baru sadar kalau watermark close the door sudah tidak ada.
I think pecah kongsi 
wkwkk
karena 1 pihak udah berubah jadi buzzer pem3r1nt4h",0,2025-02-28T04:47:17Z
@idhanonee5852,Ya Allah ngueriii nya ya Allah🥺,0,2025-02-28T04:38:17Z
@missmedhok3422,Sip,0,2025-02-28T04:29:25Z
@omrisilalahi2159,Kita lihat dalam beberapa tahun kedepan endingnya.,0,2025-02-28T04:18:29Z
@spidermankocak03,𝟐𝟓𝐊𝐁𝐄𝐓 IDOLAKU,0,2025-02-28T04:17:23Z
@MerrillBrinkley,𝟐𝟓𝐊𝐁𝐄𝐓 SITUS PEMERSATU BANGSA,0,2025-02-28T04:14:57Z
@DandiAlways-z3s,𝟐𝟓𝐊𝐁𝐄𝐓 SITUS PEMERSATU BANGSA,0,2025-02-28T04:14:05Z
@DandiAlways-u6c,𝟐𝟓𝐊𝐁𝐄𝐓 TERBAIK,0,2025-02-28T04:13:24Z
@Spidermankocak02,SITUS TERGACOR 2025 YA DI 𝟐𝟓𝐊𝐁𝐄𝐓,0,2025-02-28T04:13:10Z
@spidermankocak01,BJIRR WD 23JUTA CAIR DI 25BET,0,2025-02-28T04:11:32Z
@ZadaMckenna,BJIRR WD 23JUTA CAIR DI 25BET,0,2025-02-28T04:11:03Z
@RacheleellySh,𝟐𝟓𝐊𝐁𝐄𝐓 IDOLAKU,0,2025-02-28T04:10:54Z
@LindseyGilley,𝟐𝟓𝐊𝐁𝐄𝐓 RAJANYA PERKALIAN X1000,0,2025-02-28T04:10:49Z
@ArhanRemoi,MAIN HARI INI MENANG HARI INI JUGA DI 𝟐𝟓𝐊𝐁𝐄𝐓,0,2025-02-28T04:10:30Z
@QuintonEggleston,𝟐𝟓𝐊𝐁𝐄𝐓 SITUS RESMI KOMDIGI,0,2025-02-28T04:10:18Z
@JenneferBraun,𝟐𝟓𝐊𝐁𝐄𝐓 SITUS PEMERSATU BANGSA,0,2025-02-28T04:10:13Z
@DonnaBack812,0:18 ini gar uda hoki beneran situs resmi thailand kah broo? pantesan gachor,0,2025-02-28T03:57:37Z
@RRQOmBurhan,Masih ingat nggak berita papa minta saham? 😂 jangan jangan di Danantara nanti ada juga yg minta saham😂😂,0,2025-02-28T03:56:18Z
@sardiansyahasadullah5496,Penjelasannya keren.,0,2025-02-28T03:56:05Z
@wuaka5859,"Mama lagi nguping hal yang mengerikan mungkin, gak mungkin mama se panik ini.",0,2025-02-28T03:51:40Z
@SumiShumita,"Waduh, jujur saya sangat pesimis dengan dongeng tsb, bisa jadi diakhiri episode kisahnya sangatsangat menyedihkan😂",0,2025-02-28T03:51:07Z
@rofiqmuaifin6846,Apakah ibu-ibu sosialita yang dimaksud adalah ibu-ibu BRICS? 🤔,0,2025-02-28T03:37:06Z
@ardialisa,Keren banget. Thank you!! All makes sense. Dan memvalidasi kekhawatiran masyarakat akan Danantara ini. Somehow semakin sakit perut melihat para pejabat danantara.,0,2025-02-28T03:28:48Z
@mlnrmdhn250,"harusnya sih kalo ngikut dari swf lain, kalo mereka itu targetnya bukan di pertumbuhan ekonomi secara langsung yang naik, tapi di kestabilan ekonomi mereka terhadap global maupun domestik... kalau baca baca lagi SWF biasanya perannya memang lebih menjaga kestabilan ekonomi sebuah negara... kalo indonesia atau danantara mempunyai target untuk pertumbuhan ekonomi secara langsung harusnya nggak tepat...

tapi itu kejauhan sih... pertama di kepercayaan-nya dulu... wkwkwkwk",0,2025-02-28T03:27:27Z
@dimasandraap8839,Sepertinya masyarakat skeptis dengan program2 pemerintah dan mulai luntur rasa kepercayaan masyarakat terhadap pemerintah 😢 semoga baik2 saja Indonesia ku😢,0,2025-02-28T03:25:13Z
@syifadindatrisetiyani5161,kakkk kerenn lanjutinnn plisss yaa segmen nyaaa,0,2025-02-28T03:23:20Z
@tiyowprasetyo,"Ibu Pertiwi dan anak-anaknya, ada Garuda, Krakatau.. 😂😂 Nice analogy bro",0,2025-02-28T03:12:02Z
@MirzaReza-w7e,"Apa bisa seperti Temasek Singapura ?
jangan-jangan seperti skandal 1MdB Malaysia ?
buktinya :
1. Investasi ASABRI : RUGI
2. Investasi JIWASRAYA : RUGI
3. Investasi BPJS : RUGI
4. Investasi DANANTARA ?",0,2025-02-28T03:11:51Z
@MirzaReza-w7e,Apa bisa seperti Temasek Singaapura ?,0,2025-02-28T03:07:45Z
@riska1699,"Kalo dipikir pikir, pertiwi nih kaya gen x yang ga ngerti teknologi tapi mau nyoba judol sama pinjol, meskipun harus ngirit idupnya😂",0,2025-02-28T03:04:46Z
@MasJack-hf8sw,langkah awal mengumpulkan para penggarong..,0,2025-02-28T03:02:11Z
@punchfrank3676,"masalahnya ga ada yg kompeten di konoha bang, yg kompeten disingkirin",0,2025-02-28T02:47:47Z
@rayhanlubis-zt8xz,"jikalau berakhir bad ending gatau deh akan seburuk apa dampaknya, mengingat saat ini saja keadaannya sudah cukup buruk semasa peninggalan almarhum suami pertiwi, but ya bener kata bang ferry ini game changer buat Pertiwi. High risk high return",0,2025-02-28T02:37:11Z
@BackupErick,"Bisa ga sih , khusus projek danantara yang korupsi di hukum mat!",0,2025-02-28T02:28:09Z
@jalankelokasi,Gengs koruptor semuanya..,0,2025-02-28T02:07:33Z
@jokosubandriyo317,"Ini kan kongruen dengan kasus2 investasi bodong, cuma skala yang berbeda. Semua tawaran investasi selalu indah dalam menghitung keuntungan, tapi banyak yang lengah dalam menghitung risiko. Karena menghitung keuntungan itu jauh lebih mudah dari pada memperhitungkan risiko yang sangat kompleks dan banyak ketidakpastian.",0,2025-02-28T01:43:20Z
@soemarsonosoem480,"Jaman Mulyono ada Penista Agama jadi Komisaris Utama BUMN dan Pemain Band (Gitaris) jadi Komisaris BUMN, kini Jaman Jenderal Omdo, Finalis Dunia versi OOCRP ada di Danantara....Ajurrr3x...😇",0,2025-02-28T01:36:51Z
@SanjiALHasyim,Masih Khawatir potensi Korupsi😢,0,2025-02-28T01:35:58Z
@FaisalA-j7f,"sebeneernya si pertiwi ini agak bucin.. Padahal si Papa Dana mantan penjahat yang udah pernah nusuk si pertiwi dari belakang, sekarang malah di nikahin",0,2025-02-28T01:29:17Z
@RiskyRight,"Kemungkinan korupsinya gak gede sih. 
Mungkin cuma 99%.
Kita sebagai rakyat yg baik, harus optimis pada 1% potensi tidak korupsi.",0,2025-02-28T01:22:32Z
@SS-ug5qh,Next bahas bayi pertamax oplosan apakah miras oplosan,0,2025-02-28T01:19:45Z
@stevecheimmanuel6870,"China🇨🇳 Menjadi Negara Maju Karena Berani Melakukan Hukuman Mati Bagi Koruptor & Penyitaan Aset Hasil Korupsi (Dimiskinkan) .... Klo Indonesia🇮🇩 Ingin Pengelolaan Dananya Benar-benar  Berhasil Tirulah China🇨🇳, Klo Pemerintah  Belum Mau, Rakyat Jangan Mau Juga😂",0,2025-02-28T01:18:47Z
@helmydasilva7206,Lembaga g jelas...isinya orang2 bodoh...yah endingnya g usah dipikir panjang...jokowi udah gagal ngurus negara...mau percaya lagi sama jokowi?yah...masyarakat digoblok2in doang...liat tuh list yg ngurus danantara...cuih,0,2025-02-28T01:18:28Z
@rozirosandi1414,"Kalau gagal negara bs rugi, kalau berhasil duitnya ditilep tikus.",0,2025-02-28T01:18:11Z
@DickyWillyamtara,Peetanyaannya ketika pak dana berhasil apakah hasilnya benar akan sampai dampaknya ke masyarakat bukan hanya untuk menyuapi masyarakat tapi membuat masyarakat bisa mendapatkan pendapatannya sendiri?,0,2025-02-28T01:04:53Z
@andifaisal3179,"Pertiwi yg ngk pernah percaya anak2nya. Pertiwi yg berpikir cuan aj. Klo Dana ngibulin, ya jatuh miskinlah Pertiwi ku. 😂",0,2025-02-28T00:55:30Z
@rzkbc,"thank u bang 
gue jadi bisa jelasin ke ortu dan mertua apa itu danantara pake bahasa simple😬👍🏻",0,2025-02-28T00:43:03Z
@nuryantoyanto-p8y,investor bisa  simpan asetnya ke danantara.welking ketat tegas . politik monopoli 😂😂😂😂,0,2025-02-28T00:42:17Z
@MuhammadBimaJanuri,"Kalau Pak Dana tipe suami mokondo, gimana nasib asset-assetnya?",0,2025-02-28T00:35:47Z
@momojisan,"Kemudian anak2 bertanya pada ibu pertiwi
Anak2: papa dana itu siapa bu??
Ibu : mantan koru-",0,2025-02-27T23:56:59Z
@teoridoank,"Jadi nih prediksi Simpson, Kalimantan jadi singapura",0,2025-02-27T23:46:33Z
@kuceng6651,Banyak monyet,0,2025-02-27T23:37:33Z
@reys1153,"In this economy?!, tentu saja aku tidak percaya",0,2025-02-27T23:25:27Z
@setyohadi5613,"Kita selalu berpikiran negatip,juga yg ngomong  kl kita selalu begini kapan majunya negeri ini kamu saya nantinya mati anak cucu kita kasihan harusnya kita2 ini mendo'akan biar Nahkoda Negeri ini di beri kekuatan iman itu pendapat saya",0,2025-02-27T23:24:20Z
@alkitabsatumenit,"Menarik penjelasannya, terima kasih",0,2025-02-27T23:21:28Z
@TonoDjumartono-po8rd,Hancurkan elite elite politik bajingan tolol korup untuk masa depan anak dan cucu nkri.,0,2025-02-27T23:16:56Z
@ridelsumampouw8642,"investasinya dalam bentuk finansial aja apa sama bikin bisnis, guys???",0,2025-02-27T22:35:46Z
@AdzlanR,"Ini membantu bagat sih buat saya yg kerja dan padat waktu, tidak perlu susah² mencari tahu untuk memahami, saya sangat berterimakasih. Teruslah berkarya 👍",3,2025-02-27T22:31:46Z
@trisetio3939,danantara kenapa baru sekarang?,0,2025-02-27T22:30:26Z
@trisetio3939,tidak bisa dipungkiri soal 78. tp yg penting 150 bisa menyederhanakan agar 78 bisa mudah memahami.,0,2025-02-27T22:17:51Z
@DGRiski,9:43 masalahnya yg dprcykam 🤣,0,2025-02-27T22:13:35Z
@nekonanimo7084,"after hearing this, i want mom to pick me home. it's scary. 🥲",0,2025-02-27T21:57:14Z
@onetganteng3142,makasih bang #JadiPaham,0,2025-02-27T21:48:29Z
@indokeren3311,Ladang korupsi 😂,0,2025-02-27T18:37:20Z
@donlodganool8490,"dari pada gw beli saham danantara lebih bagi gw bagi2xin ke warga yang susah.
ketahuan duit gw di pake sama orang2x sudah dari pada di korupsi sama pejabat2x yang udah kaya
contoh kongkrinya itu si luhut binsar panjaitan.
selama menjabat kekayaannya meningkat 900 miliar.
dari mana itu duit.",1,2025-02-27T18:32:52Z
@KopiSersan.Insanpjt2,gini amat konoha ... bikin satu ide bikin satu lembaga.... kenapa gk dipegang Danareksa aja...,0,2025-02-27T17:36:09Z
@KopiSersan.Insanpjt2,"😂 emang kelola dana tidak perlu cost yg harus dibayar ... 
BRI aja per transaksi kena fee ... 😅 
Danantara belum ada hasil sdh kasih gaji besar ke pengelola ,pengelola belum tentu profit dalam mengelola ... 😅",0,2025-02-27T17:34:08Z
@CondongCatur-w2z,Koruptor bukannya dihukum mati Mlah dikasih jabatan sama si wowo,0,2025-02-27T17:14:17Z
@AjieDarmaji-t3n,Jng2  Danantara awal indonesia hilang dari peta dunia,0,2025-02-27T16:42:09Z
@AjieDarmaji-t3n,Jadi tagar Indonesia Gelap mungkin bener ya boss,0,2025-02-27T16:38:52Z
@BuahMangga-j5d,"Cara memahami DANANTARA dengan sangat mudah itu ketika program menanam singkong itu gagal, apalagi barang ini.. fakta yg tidak bisa terbantahkan, 14000 Triliyun sodara2.",0,2025-02-27T16:28:16Z
@muhammaddiki8391,Lahan Basah ini nyam nyam 😋🤤,1,2025-02-27T15:39:53Z
@anangromadhon5777,Danantara = Gambling dan Terlalu beresiko.,0,2025-02-27T15:35:07Z
@Alvaismy,Mimpi buruk jika Hukuman bagi Koruptor tidak Tegas,0,2025-02-27T15:08:31Z
@AlfaRuq-r5q,"Sayangnya Danantara hanya di awasi oleh malaikat saja,,",0,2025-02-27T15:04:34Z
@mugirahayu419,"Bang, kan udah ada tuh nama-nama struktur organisasi danantara, komentarin dong, kira-kira ke depannya kaya gimana 😅😊",0,2025-02-27T15:02:35Z
@MehmetDuygu-v6i,"Cuman 35 menin main slt di situs  𝐉𝐏𝐓𝐎𝐆𝐄𝐋𝟕𝟕  asli gokik kali guys. Gak bosan memang kalau bener2 dapat website yg lagi gacir2 nya,",0,2025-02-27T14:39:23Z
@EmineVeysel-n3y,"Makin seru  𝗝𝗣𝗧𝗢𝗚𝗘𝗟77  sltnya oke banget bonusnya bikin senang untung melimpah, selalu memberikaan cuan teruss tiap hari nya emang gokil bangett",0,2025-02-27T14:39:19Z
@DuyguTugrul-q3q,"Awal awal sih ragu yah, tapi kok lama kelamaan jadi senang main di  𝐉𝐏𝐓𝐎𝐆𝐄𝐋𝟕𝟕  modal receehh doang lohhh..",0,2025-02-27T14:39:16Z
@alrizki509,"Keputusan Muhammadiyah buat narik semua dananya dr bumn emng TOP bgt.
Sebelum duitnya hangus dikorupsi, tarik aja smua.
Udh feeling keknya bakal ada kasus besar lagi
Wkwk",1,2025-02-27T14:38:45Z
@addterrano,"Semoga firasat gue salah soal danantara, dan hanya Tuhan yg tahu rencana mereka",0,2025-02-27T14:38:01Z
@jasmannada3262,jangan harap....indonesia tak dapat dipercaya...tipu2lagi padarakyat.,0,2025-02-27T14:32:20Z
@ZenHaditaka,fix ntar dikorupsi ni,0,2025-02-27T14:16:31Z
@ucedoank632,Makin kesini makin kesitu ya pemerintah😢😢,0,2025-02-27T13:58:47Z
@ashbidin7970,"yg berkuasa dlm lembaga itu , ga tau nya korup jg 😂😂",0,2025-02-27T13:53:00Z
@dyandanuwenda9641,"Hmmm, mau sebaik apapun niatnya, entah kenapa sulit rasanya bagi saya untuk ""Trust"" dan positif thinking.",0,2025-02-27T13:41:16Z
@jonimersin716,"Ruu perampasan asset dan hukum mati koruptor.
Selain itu omong kosong.",0,2025-02-27T13:34:27Z
@naufalmaulana4824,"endingnya dah ketauan, paling juga dikorupsi 🔥",0,2025-02-27T13:30:59Z
@3deviz585,"Aga serem, banyak koruptor di pejabat indo, jadi skeptis",0,2025-02-27T13:30:17Z
@devascaardani6960,"Kelas bang fer, terimakasih!",0,2025-02-27T13:21:03Z
@cay.cahyanto,Hampir pasti dikorup,0,2025-02-27T13:19:57Z
@muhidinudin4925,Orang orang yang mengelola nya ini bermasalah pengawas nya dpt predikat dri OCCRP,0,2025-02-27T12:58:40Z
@farizsatria511,gilaaa masuk banget di otak,0,2025-02-27T12:50:46Z
@y35huhun4v1,Yang dibutuhkan rakyat adalah lapangan kerja yang cukup,1,2025-02-27T12:49:33Z
@re9502,"Di umur 25 tahun ada satu pengetahuan yg saya gak sadari sangking polosnya, yaitu ""gak semua org pacaran itu mau menikah dengan pasangannya"" 😢
Saya sebagai jomblo akut jelas gak tau soal ini 😭",0,2025-02-27T12:49:08Z
@satset_bae,"Urus Pertamina saja ga becus,  kasus² mega koruspsi terus bermunculan di setiap era presiden dgn nilai kerugian fantastis dan tak membuat jera para pelakunya. Pertamina masih jauh dari kata BERSIH.
Lalu Danantara dibentuk dgn ""kekebalan"" untuk tak diaudit KPK dan kalo ada kerugin bukan dikategorikan sbg kerugian negara. Padahal dananya dimobilisir negara yg notabene ada hak² rakyat di dlmnya.",0,2025-02-27T12:47:36Z
@tidifarm4654,teorinya bagus banget tp sayang ini Indonesia...negeri para korup,0,2025-02-27T12:45:02Z
@MamanRahman-n3n,Ada kemungkinan dumping produk,0,2025-02-27T12:39:50Z
@andreananggi4017,Paling bentar lagi ada yg ketangkap,0,2025-02-27T12:28:57Z
@welewele7284,dana antara ada dan tiada (ujung2nya ditilep),0,2025-02-27T12:23:28Z
@adekurniawan8861,"Gimana kalau buat aturan, siapa pejabat danatara yang melakukan korupsi di hukum mati.",0,2025-02-27T12:10:11Z
@adekurniawan8861,Gimana kalaudi,0,2025-02-27T12:09:36Z
@BudimanSianipar-u3h,"😂😢😮😂 mantap, 😂😂😂 cocok lah biar banyak orang kaya baru macam orba dulu😂 dulu ada super semar, yayasan dakab, darmala, dll dananya semua di korup...",0,2025-02-27T12:05:23Z
@TugasKata-r6w3f,Fungsi audit negara tidak berjalan.. Ketika sudah rugi ratusan triliun baru ketauan.. Atau ada orang dalam yg bocorin😅 padahal klo tau sama tau pastinya aman korupsinya..,1,2025-02-27T12:02:24Z
@PerencanaanSurvey,Apapun jenis usaha untuk memajukan indonesia akan gagal jika para koruptor masih leluasa dan tidak ada hukuman dunia yang membuat mereka jera,0,2025-02-27T11:31:49Z
@art0800,Semoga Papa Dana semoga 😢😅,0,2025-02-27T11:26:29Z
@pesanseorangibu,"Selain penghematan2 yang sudah dilakukan, tampaknya sudah terlihat gerakan Pertiwi membongkar tindakan-tindakan korupsi di keluarganya, jadi jika dikemudian hari tercium ada indikasi korupsi pada papa Dana, tentu saja akan bertindak. Gak mungkin kan Pertiwi tinggal diam menghancurkan keluarganya sendiri.",0,2025-02-27T11:19:35Z
@alabrr14,"sebenarnya negara konoha itu bisa dengan mudah menjadi negara maju, asalkan sda dan sdmnya di kelola dengan baik , namun sayangnya konoha di pimpin oleh petinggi “ yang rakus akan harta dan tahta , jadi sampe kapanpun konoha gabakalan maju kalau budaya korupsi masih ada . masih bingung , padahal kriminalitas yang paling berbahaya untuk negara itu adalah korupsi tapi kenapa tidak sebanding dengan hukum yang berlaku , sangat di sayangkan.",0,2025-02-27T11:15:05Z
@anjarwira,"Like komen gw ini ketika udah ada berita korupsi danantara, semoga ngga ya. 😂",0,2025-02-27T11:11:21Z
@ninyomanyulianawulandari1497,Program bagus banget klo dijalanin di brunei darusalam 😂,0,2025-02-27T11:07:26Z
@AyuuSella,harus ada hukuman khusus untuk pimpinan danantra.. korup tembak mat i 🎉,0,2025-02-27T10:56:15Z
@adesaputrasimanjuntak2764,Analogi dongeng pertiwi ini ngk logic..lebih ke pendapat pribadi bukan berdasarkan fakta,0,2025-02-27T10:54:24Z
@agoeshariyanto5613,"Wkwkw palingan ntar di TILEP.,orang pengelola negara kita KORUP semua...",0,2025-02-27T10:40:41Z
@yokoyoko9651,Ending nya hutang ke ibu sosialita dan anak anak nya jadi pekerja di rombongan ibu ibu sosialita.papa dana di cap hanya mokondo.,0,2025-02-27T10:31:07Z
@praszHUANG,"si Papa DANA tuh kalau di A.S. namanya si ELON MUSK, sama aja kasus nya betul kagak....",0,2025-02-27T10:08:06Z
@moccacorazon791,semua ini tentang orang tua.,0,2025-02-27T09:56:59Z
@vajartopix8438,Yang tetep nggak paham kumpul sini xixixixi,0,2025-02-27T09:55:34Z
@antoniowardhana5315,DANANTARA MODAL TERAKHIR BANGSA INI....WASPADA!!!,1,2025-02-27T09:54:02Z
@yasirtantana,Kalau koruptor dihukum mati atau potong tangan dan kaki dannn perampasan aset dia dan keluarganya kalau perlu seluruh keluarganya baru indonesia bisa maju,0,2025-02-27T09:48:49Z
@Mamapapa-Kids,Wapres mengajak bapaknya menjadi,0,2025-02-27T09:46:16Z
@wahyukebumeani7338,penunjang hajat hidup dasar rakyat jangan sampai dikorbankan.,0,2025-02-27T09:44:05Z
@ruangpemikiran2876,"Jangan percaya kalau negara kelola uang besar, yg ada cm dihambur2an ujung2nya cari hutang untuk tutupi kerugian",0,2025-02-27T09:43:51Z
@rendiindrawan_,"Mantap bangg terima kasihh, infonyaa. 

Sayaa pendukung pak prabowo, tapi bukan berarti saya membenarkan apa yang salah, sebenarnya balik lagi, entah itu berakhir baik atau buruk semuanya tergantung para pemeran utamanya. 

Menurut saya, setiap kebijakan yang dikeluarkan oleh pemerintah pasti atas dasar sesuatu dan penuh pertimabangan. Doakan saja.",0,2025-02-27T09:36:55Z
@MahasuriChandramaya,Orang sok tahu selalu melihat dari kejauhan,0,2025-02-27T09:23:46Z
@kingofkong3080,"Pertinyiinyi..lbh besar peluang sukses atau gagal?dan efek nyatanya bagi masyarakat secara umum akan spt apa?tak terlihat tp terjadi, sebagian besar masyarakat masih berkutat dlm permasalahan ekonomi dasar, yaitu mengisi perut yg lapar",0,2025-02-27T09:18:21Z
@AnggaPW-ie3he,So kesimpulannya pemerintah lagi gambling?,0,2025-02-27T09:10:00Z
@mashudi4414,sebagian danantara akan dibelikan intrumen bitc0in   heheheh,0,2025-02-27T08:53:34Z
@ikromulislam5089,"Bang investasinya itu kemana? trus dalam bentuk apa? dan diluar faktor korupsi, apakah ada peluang gagal yg lain?",1,2025-02-27T08:35:35Z
@andrienovalian650,DANANTARA AKAN MENJADI WADAH CRYPTO INDONESIA......,1,2025-02-27T08:22:05Z
@reyhanmuhammadsyaiqal7597,Boleh gk kepala danatara itu di buatkan aturan pancung kalo membuat pelanggaran 😂😂😂,0,2025-02-27T08:20:15Z
@banjira,Bagus bang analogi nya 😂 💯,0,2025-02-27T08:16:31Z
@nurfaridasafitri5852,Kira² berapa persen keberhasilan nya?,0,2025-02-27T08:05:29Z
